"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",postcss:8.4.5,/github/workspace/package-lock.json?/postcss:8.4.5,Tool for transforming styles with JS plugins,MIT,"","",pkg:npm/postcss@8.4.5,cpe:2.3:a:postcss:postcss:8.4.5:*:*:*:*:*:*:*,GHSA-7fh5-64p2-3v2j,"CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'), CWE-144 Improper Neutralization of Line Delimiters","An issue was discovered in PostCSS before 8.4.31. It affects linters using PostCSS to parse external Cascading Style Sheets (CSS). There may be `\r` discrepancies, as demonstrated by `@font-face{ font:(\r/*);}` in a rule.  This vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts parsed by PostCSS as a CSS comment. After processing by PostCSS, it will be included in the PostCSS output in CSS nodes (rules, properties) despite being originally included in a comment.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"","","",HIGHEST,8,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",postcss:8.4.5,/github/workspace/package-lock.json?/postcss:8.4.5,Tool for transforming styles with JS plugins,MIT,"","",pkg:npm/postcss@8.4.5,cpe:2.3:a:postcss:postcss:8.4.5:*:*:*:*:*:*:*,CVE-2023-44270,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"An issue was discovered in PostCSS before 8.4.31. The vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts parsed by PostCSS as a CSS comment. After processing by PostCSS, it will be included in the PostCSS output in CSS nodes (rules, properties) despite being included in a comment.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:3.9/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",protobufjs:6.11.2,/github/workspace/functions/package-lock.json?protobufjs,"","","","",pkg:npm/protobufjs@6.11.2,"",GHSA-h755-8qp9-cq85,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"protobuf.js (aka protobufjs) 6.10.0 until 6.11.4 and 7.0.0 until 7.2.4 allows Prototype Pollution, a different vulnerability than CVE-2022-25878. A user-controlled protobuf message can be used by an attacker to pollute the prototype of Object.prototype by adding and overwriting its data and functions. Exploitation can involve: (1) using the function parse to parse protobuf messages on the fly, (2) loading .proto files by using load/loadSync functions, or (3) providing untrusted input to the functions ReflectionObject.setParsedOption and util.setProperty. NOTE: this CVE Record is about `Object.constructor.prototype.<new-property> = ...;` whereas CVE-2022-25878 was about `Object.__proto__.<new-property> = ...;` instead.",NPM,"","","",CRITICAL,9.800000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",protobufjs:6.11.2,/github/workspace/functions/package-lock.json?protobufjs,"","","","",pkg:npm/protobufjs@6.11.2,"",CVE-2022-25878,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),The package protobufjs before 6.11.3 are vulnerable to Prototype Pollution which can allow an attacker to add/modify properties of the Object.prototype. This vulnerability can occur in multiple ways: 1. by providing untrusted user input to util.setProperty or to ReflectionObject.setParsedOption functions 2. by parsing/loading .proto files  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2022-25878 for details,OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",protobufjs:6.11.2,/github/workspace/functions/package-lock.json?protobufjs,"","","","",pkg:npm/protobufjs@6.11.2,"",GHSA-g954-5hwp-pp24,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"The package protobufjs is vulnerable to Prototype Pollution, which can allow an attacker to add/modify properties of the Object.prototype. Versions after and including 6.10.0 until 6.10.3 and after and including 6.11.0 until 6.11.3 are vulnerable.  This vulnerability can occur in multiple ways: 1. by providing untrusted user input to util.setProperty or to ReflectionObject.setParsedOption functions 2. by parsing/loading .proto files",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",semver:5.7.1,/github/workspace/functions/package-lock.json?semver,"","","","",pkg:npm/semver@5.7.1,"",CVE-2022-25883,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2022-25883 for details",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",semver:5.7.1,/github/workspace/functions/package-lock.json?semver,"","","","",pkg:npm/semver@5.7.1,"",GHSA-c2qf-rxjj-qqgw,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",semver:6.3.0,/github/workspace/package-lock.json?/semver:6.3.0,The semantic version parser used by npm.,ISC,"","",pkg:npm/semver@6.3.0,"",CVE-2022-25883,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2022-25883 for details",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,5,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",semver:6.3.0,/github/workspace/package-lock.json?/semver:6.3.0,The semantic version parser used by npm.,ISC,"","",pkg:npm/semver@6.3.0,"",GHSA-c2qf-rxjj-qqgw,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,5,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",semver:7.3.5,/github/workspace/functions/package-lock.json?semver,"","","","",pkg:npm/semver@7.3.5,"",CVE-2022-25883,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2022-25883 for details",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",semver:7.3.5,/github/workspace/functions/package-lock.json?semver,"","","","",pkg:npm/semver@7.3.5,"",GHSA-c2qf-rxjj-qqgw,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 on the 7.x branch, before 6.3.1 on the 6.x branch, and all other versions before 5.7.2 are vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",send:0.17.2,/github/workspace/package-lock.json?serve-static:1.14.2/send:0.17.2,Better streaming static file server with Range and conditional-GET support,MIT,"","",pkg:npm/send@0.17.2,cpe:2.3:a:send_project:send:0.17.2:*:*:*:*:*:*:*,GHSA-m6fv-jmcg-4jfg,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"### Impact  passing untrusted user input - even after sanitizing it - to `SendStream.redirect()` may execute untrusted code  ### Patches  this issue is patched in send 0.19.0  ### Workarounds  users are encouraged to upgrade to the patched version of express, but otherwise can workaround this issue by making sure any untrusted inputs are safe, ideally by validating them against an explicit allowlist  ### Details  successful exploitation of this vector requires the following:  1. The attacker MUST control the input to response.redirect() 1. express MUST NOT redirect before the template appears 1. the browser MUST NOT complete redirection before: 1. the user MUST click on the link in the template",NPM,"","","",MEDIUM,5.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,"","","",HIGHEST,6,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",send:0.17.2,/github/workspace/package-lock.json?serve-static:1.14.2/send:0.17.2,Better streaming static file server with Range and conditional-GET support,MIT,"","",pkg:npm/send@0.17.2,cpe:2.3:a:send_project:send:0.17.2:*:*:*:*:*:*:*,CVE-2024-43799,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Send is a library for streaming files from the file system as a http response. Send passes untrusted user input to SendStream.redirect() which executes untrusted code. This issue is patched in send 0.19.0.,NVD,"","","",MEDIUM,4.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:N/E:1.6/RC:R/MAV:A,"","","",HIGHEST,6,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",serve-static:1.14.2,/github/workspace/package-lock.json?/serve-static:1.14.2,Serve static files,MIT,"","",pkg:npm/serve-static@1.14.2,cpe:2.3:a:serve-static_project:serve-static:1.14.2:*:*:*:*:*:*:*,GHSA-cm22-4g7w-348p,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"### Impact  passing untrusted user input - even after sanitizing it - to `redirect()` may execute untrusted code  ### Patches  this issue is patched in serve-static 1.16.0  ### Workarounds  users are encouraged to upgrade to the patched version of express, but otherwise can workaround this issue by making sure any untrusted inputs are safe, ideally by validating them against an explicit allowlist  ### Details  successful exploitation of this vector requires the following:  1. The attacker MUST control the input to response.redirect() 1. express MUST NOT redirect before the template appears 1. the browser MUST NOT complete redirection before: 1. the user MUST click on the link in the template",NPM,"","","",MEDIUM,5.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L,"","","",HIGHEST,6,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",serve-static:1.14.2,/github/workspace/package-lock.json?/serve-static:1.14.2,Serve static files,MIT,"","",pkg:npm/serve-static@1.14.2,cpe:2.3:a:serve-static_project:serve-static:1.14.2:*:*:*:*:*:*:*,CVE-2024-43800,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),serve-static serves static files. serve-static passes untrusted user input - even after sanitizing it - to redirect() may execute untrusted code. This issue is patched in serve-static 1.16.0.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2024-43800 for details,OSSINDEX,"","","",MEDIUM,4.699999809265137,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:N,"","","",HIGHEST,6,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",ua-parser.js,/github/workspace/node_modules/next/dist/compiled/ua-parser-js/ua-parser.js,"","",fb6d71ff07150b9445c7b16e628fd580,cf3d524be8e03a90c4299b8aea84091e4e268ee3,pkg:javascript/ua-parser-js@0.7.28,"",CVE-2022-25927,CWE-1333 Inefficient Regular Expression Complexity,"Versions of the package ua-parser-js from 0.7.30 and before 0.7.33, from 0.8.1 and before 1.0.33 are vulnerable to Regular Expression Denial of Service (ReDoS) via the trim() function.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",undici:6.19.7,/github/workspace/package-lock.json?/undici:6.19.7,"An HTTP/1.1 client, written from scratch for Node.js",MIT,"","",pkg:npm/undici@6.19.7,cpe:2.3:a:nodejs:undici:6.19.7:*:*:*:*:*:*:*,CVE-2025-22150,CWE-330 Use of Insufficiently Random Values,"Undici is an HTTP/1.1 client. Starting in version 4.5.0 and prior to versions 5.28.5, 6.21.1, and 7.2.3, undici uses `Math.random()` to choose the boundary for a multipart/form-data request. It is known that the output of `Math.random()` can be predicted if several of its generated values are known. If there is a mechanism in an app that sends multipart requests to an attacker-controlled website, they can use this to leak the necessary values. Therefore, an attacker can tamper with the requests going to the backend APIs if certain conditions are met. This is fixed in versions 5.28.5, 6.21.1, and 7.2.3. As a workaround, do not issue multipart requests to attacker controlled servers.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2025-22150 for details",OSSINDEX,HIGH,7.599999904632568,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",undici:6.19.7,/github/workspace/package-lock.json?/undici:6.19.7,"An HTTP/1.1 client, written from scratch for Node.js",MIT,"","",pkg:npm/undici@6.19.7,cpe:2.3:a:nodejs:undici:6.19.7:*:*:*:*:*:*:*,GHSA-c76h-2ccp-4975,CWE-330 Use of Insufficiently Random Values,"### Impact  [Undici `fetch()` uses Math.random()](https://github.com/nodejs/undici/blob/8b06b8250907d92fead664b3368f1d2aa27c1f35/lib/web/fetch/body.js#L113) to choose the boundary for a multipart/form-data request. It is known that the output of Math.random() can be predicted if several of its generated values are known.  If there is a mechanism in an app that sends multipart requests to an attacker-controlled website, they can use this to leak the necessary values. Therefore, An attacker can tamper with the requests going to the backend APIs if certain conditions are met.  ### Patches  This is fixed in 5.28.5; 6.21.1; 7.2.3.  ### Workarounds  Do not issue multipart requests to attacker controlled servers.  ### References  * https://hackerone.com/reports/2913312 * https://blog.securityevaluators.com/hacking-the-javascript-lottery-80cc437e3b7f",NPM,"","","",MEDIUM,6.800000190734863,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",undici:6.19.7,/github/workspace/package-lock.json?/undici:6.19.7,"An HTTP/1.1 client, written from scratch for Node.js",MIT,"","",pkg:npm/undici@6.19.7,cpe:2.3:a:nodejs:undici:6.19.7:*:*:*:*:*:*:*,GHSA-cxrh-j4jr-qwg3,CWE-401 Missing Release of Memory after Effective Lifetime,"### Impact  Applications that use undici to implement a webhook-like system are vulnerable. If the attacker set up a server with an invalid certificate, and they can force the application to call the webhook repeatedly, then they can cause a memory leak.   ### Patches  This has been patched in https://github.com/nodejs/undici/pull/4088.  ### Workarounds  If a webhook fails, avoid keep calling it repeatedly.  ### References  Reported as: https://github.com/nodejs/undici/issues/3895",NPM,"","","",LOW,3.0999999046325684,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",undici:6.19.7,/github/workspace/package-lock.json?/undici:6.19.7,"An HTTP/1.1 client, written from scratch for Node.js",MIT,"","",pkg:npm/undici@6.19.7,cpe:2.3:a:nodejs:undici:6.19.7:*:*:*:*:*:*:*,CVE-2025-47279,CWE-401 Missing Release of Memory after Effective Lifetime,"Undici is an HTTP/1.1 client for Node.js. Prior to versions 5.29.0, 6.21.2, and 7.5.0, applications that use undici to implement a webhook-like system are vulnerable. If the attacker set up a server with an invalid certificate, and they can force the application to call the webhook repeatedly, then they can cause a memory leak. This has been patched in versions 5.29.0, 6.21.2, and 7.5.0. As a workaound, avoid calling a webhook repeatedly if the webhook fails.",OSSINDEX,LOW,2.299999952316284,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",word-wrap:1.2.3,/github/workspace/package-lock.json?/word-wrap:1.2.3,Wrap words to a specified length.,MIT,"","",pkg:npm/word-wrap@1.2.3,cpe:2.3:a:word-wrap_project:word-wrap:1.2.3:*:*:*:*:*:*:*,CVE-2023-26115,CWE-1333 Inefficient Regular Expression Complexity,All versions of the package word-wrap are vulnerable to Regular Expression Denial of Service (ReDoS) due to the usage of an insecure regular expression within the result variable.,NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",word-wrap:1.2.3,/github/workspace/package-lock.json?/word-wrap:1.2.3,Wrap words to a specified length.,MIT,"","",pkg:npm/word-wrap@1.2.3,cpe:2.3:a:word-wrap_project:word-wrap:1.2.3:*:*:*:*:*:*:*,GHSA-j8xg-fqg3-53r7,CWE-1333 Inefficient Regular Expression Complexity,All versions of the package word-wrap are vulnerable to Regular Expression Denial of Service (ReDoS) due to the usage of an insecure regular expression within the result variable.,NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"","","",HIGHEST,8,"","","","","","","",""
